gamma_pct,ssr,lr
7.9787,4.148413592294821,47.12365539290435
8.0235,4.148813182406596,50.022140608369604
8.0709,4.149053758203376,51.767192274105746
8.1211,4.148877954782435,50.49197649321057
8.1721,4.149495052619466,54.968185749699764
8.2162,4.149179913149352,52.68227559322104
8.2667,4.148997388728059,51.35830805501553
8.317499999999999,4.148561286151977,48.19497434892005
8.381,4.148735049473413,49.45539197020755
8.4338,4.148547140895024,48.092369662424154
8.4941,4.149279269059927,53.40296819642934
8.5577,4.148848927819827,50.28142518203155
8.6166,4.148726723681776,49.39499962500914
8.6824,4.148840290672378,50.21877437199143
8.737200000000001,4.148738805989013,49.48264040455857
8.7995,4.1484511102387716,47.395797276927915
